Samsung Galaxy,30000,2018-12-04T13:13:33.563,Smartphone,109.25.84.173
Samsung Galaxy,30000,2018-12-04T18:13:42.563,Smartphone,138.183.11.47
PC,50000,2018-12-04T00:38:32.563,Game platform,135.79.99.8
Samsung Galaxy,30000,2018-12-04T19:06:27.564,Smartphone,159.193.244.35
Xiaomi Notebook,70000,2018-12-04T06:24:40.564,Notebook,120.142.202.111
Macbook pro,120000,2018-12-04T08:59:19.564,Notebook,152.134.139.159
Macbook pro,120000,2018-12-04T06:58:05.564,Notebook,128.26.53.177
Xiaomi Notebook,70000,2018-12-04T07:11:33.565,Notebook,157.150.102.68
PS4,30000,2018-12-04T23:49:03.565,Game platform,166.163.20.48
Samsung Galaxy,30000,2018-12-04T00:00:55.565,Smartphone,144.134.16.110
Samsung Galaxy,30000,2018-12-04T14:01:25.570,Smartphone,131.146.141.241
Macbook pro,120000,2018-12-04T19:49:44.570,Notebook,111.70.239.19
Samsung Galaxy,30000,2018-12-04T11:51:12.570,Smartphone,158.206.239.69
PS4,30000,2018-12-04T22:30:18.570,Game platform,239.214.125.65
Macbook air,70000,2018-12-04T01:30:12.570,Notebook,206.242.49.230
PS4,30000,2018-12-04T20:50:21.570,Game platform,208.169.141.111
PC,50000,2018-12-04T05:31:04.570,Game platform,80.175.123.147
Samsung Galaxy,30000,2018-12-04T06:28:17.570,Smartphone,67.95.249.195
Headphones,5000,2018-12-04T14:16:43.570,Other,75.91.85.122
PS4,30000,2018-12-04T19:56:34.570,Game platform,237.52.201.242
PC,50000,2018-12-04T12:16:05.570,Game platform,146.51.69.153
Samsung Galaxy,30000,2018-12-04T05:55:50.570,Smartphone,184.169.106.48
PS4,30000,2018-12-04T21:44:21.571,Game platform,202.38.217.124
Iphone,40000,2018-12-04T15:05:22.571,Smartphone,67.246.193.44
Macbook pro,120000,2018-12-04T13:42:03.571,Notebook,176.87.210.48
Headphones,5000,2018-12-04T14:19:59.571,Other,227.250.216.63
Macbook air,70000,2018-12-04T23:59:29.571,Notebook,83.175.85.115
Iphone,40000,2018-12-04T01:21:52.571,Smartphone,151.146.237.217
PC,50000,2018-12-04T08:32:04.572,Game platform,189.142.29.21
Xiaomi Notebook,70000,2018-12-04T11:33:21.572,Notebook,156.80.115.16
Headphones,5000,2018-12-04T16:18:59.572,Other,230.78.23.20
Macbook air,70000,2018-12-04T19:46:41.572,Notebook,22.3.56.110
Headphones,5000,2018-12-04T00:11:11.572,Other,142.82.185.63
Macbook pro,120000,2018-12-04T08:55:24.573,Notebook,60.144.4.76
PS4,30000,2018-12-04T09:36:57.573,Game platform,171.239.205.225
Iphone,40000,2018-12-04T04:35:58.573,Smartphone,14.64.59.122
Macbook pro,120000,2018-12-04T17:04:20.573,Notebook,18.123.113.200
PS4,30000,2018-12-04T11:34:31.573,Game platform,134.108.185.151
Xiaomi Notebook,70000,2018-12-04T18:34:45.573,Notebook,122.13.113.209
Headphones,5000,2018-12-04T01:42:19.573,Other,73.70.48.151
Ipad,28000,2018-12-04T03:20:42.574,Tablet,13.13.70.143
Headphones,5000,2018-12-04T00:34:19.574,Other,143.21.35.36
Macbook pro,120000,2018-12-04T12:09:12.574,Notebook,197.27.248.248
PC,50000,2018-12-04T04:02:49.574,Game platform,232.122.240.106
PS4,30000,2018-12-04T15:45:07.574,Game platform,58.184.100.81
Iphone,40000,2018-12-04T11:41:32.574,Smartphone,244.130.198.242
XBOXOne,20000,2018-12-04T02:38:46.574,Game platform,155.250.117.20
XBOXOne,20000,2018-12-04T07:42:14.574,Game platform,202.134.10.23
Macbook pro,120000,2018-12-04T20:07:56.575,Notebook,186.0.3.16
Iphone,40000,2018-12-04T20:37:47.575,Smartphone,232.133.37.177
Macbook air,70000,2018-12-04T15:42:53.575,Notebook,180.106.53.156
Samsung Galaxy,30000,2018-12-04T21:25:39.575,Smartphone,200.68.92.169
XBOXOne,20000,2018-12-04T20:29:48.576,Game platform,119.248.159.135
Samsung Galaxy,30000,2018-12-04T05:52:32.577,Smartphone,85.7.115.81
Macbook pro,120000,2018-12-04T17:59:07.577,Notebook,165.81.202.91
Macbook air,70000,2018-12-04T03:44:46.578,Notebook,83.115.61.25
PS4,30000,2018-12-04T15:20:21.578,Game platform,1.23.232.133
Macbook pro,120000,2018-12-04T15:57:11.579,Notebook,80.33.31.149
Macbook pro,120000,2018-12-04T03:43:24.579,Notebook,42.15.96.189
PS4,30000,2018-12-04T23:25:51.580,Game platform,166.133.113.63
Macbook air,70000,2018-12-04T06:48:07.580,Notebook,181.249.121.180
Headphones,5000,2018-12-04T02:29:05.580,Other,160.65.129.89
Headphones,5000,2018-12-04T09:38:51.580,Other,22.80.48.142
Xiaomi Notebook,70000,2018-12-04T03:49:49.580,Notebook,132.78.15.38
Samsung Galaxy,30000,2018-12-04T05:25:32.580,Smartphone,26.254.218.175
XBOXOne,20000,2018-12-04T06:12:36.580,Game platform,143.195.43.254
Xiaomi Notebook,70000,2018-12-04T05:57:48.580,Notebook,13.219.250.59
PS4,30000,2018-12-04T14:06:06.581,Game platform,222.31.166.193
Ipad,28000,2018-12-04T04:24:42.581,Tablet,139.6.143.200
PS4,30000,2018-12-04T23:20:49.581,Game platform,237.75.111.59
Headphones,5000,2018-12-04T10:00:06.581,Other,238.186.187.239
PC,50000,2018-12-04T13:52:24.582,Game platform,60.194.32.1
Headphones,5000,2018-12-04T12:54:11.582,Other,173.105.174.199
PC,50000,2018-12-04T15:55:17.582,Game platform,107.183.63.248
Macbook air,70000,2018-12-04T02:09:18.582,Notebook,219.112.151.210
PC,50000,2018-12-04T09:49:29.597,Game platform,121.228.101.232
Macbook pro,120000,2018-12-04T01:08:10.598,Notebook,166.45.104.214
Samsung Galaxy,30000,2018-12-04T18:42:07.598,Smartphone,204.175.116.38
PC,50000,2018-12-04T06:30:46.598,Game platform,157.176.50.213
Samsung Galaxy,30000,2018-12-04T12:43:30.598,Smartphone,29.205.123.20
XBOXOne,20000,2018-12-04T16:52:34.598,Game platform,216.177.50.183
Macbook air,70000,2018-12-04T00:35:42.599,Notebook,182.68.82.112
Ipad,28000,2018-12-04T09:03:48.599,Tablet,179.31.65.151
Iphone,40000,2018-12-04T01:17:24.599,Smartphone,0.187.180.10
PS4,30000,2018-12-04T18:01:44.599,Game platform,171.170.89.36
Iphone,40000,2018-12-04T03:27:37.599,Smartphone,13.126.220.167
Ipad,28000,2018-12-04T04:36:18.599,Tablet,168.92.52.94
Iphone,40000,2018-12-04T11:17:47.600,Smartphone,21.230.159.137
PS4,30000,2018-12-04T17:23:54.601,Game platform,86.94.137.205
PS4,30000,2018-12-04T17:14:18.602,Game platform,138.141.179.68
XBOXOne,20000,2018-12-04T14:44:54.602,Game platform,36.63.171.180
Macbook air,70000,2018-12-04T20:01:40.602,Notebook,58.242.177.227
Macbook air,70000,2018-12-04T03:24:03.603,Notebook,43.138.213.5
Xiaomi Notebook,70000,2018-12-04T21:37:28.604,Notebook,117.94.88.178
Headphones,5000,2018-12-04T21:42:33.604,Other,6.29.51.227
Macbook air,70000,2018-12-04T16:39:06.604,Notebook,22.222.143.93
Headphones,5000,2018-12-04T23:35:06.608,Other,67.129.97.17
Xiaomi Notebook,70000,2018-12-04T17:53:16.608,Notebook,228.220.83.19
Xiaomi Notebook,70000,2018-12-04T05:40:50.608,Notebook,198.165.83.126
XBOXOne,20000,2018-12-04T13:09:44.608,Game platform,68.137.160.188
Xiaomi Notebook,70000,2018-12-04T00:08:56.608,Notebook,144.133.185.216
Iphone,40000,2018-12-04T03:00:04.608,Smartphone,228.56.53.203
Macbook air,70000,2018-12-04T09:12:41.609,Notebook,209.243.84.50
Iphone,40000,2018-12-04T11:13:40.609,Smartphone,5.116.172.115
PC,50000,2018-12-04T03:45:26.609,Game platform,129.91.223.214
XBOXOne,20000,2018-12-04T23:59:37.609,Game platform,155.156.9.209
Macbook pro,120000,2018-12-04T03:01:37.609,Notebook,212.254.148.16
Iphone,40000,2018-12-04T21:10:28.609,Smartphone,70.127.70.35
Xiaomi Notebook,70000,2018-12-04T21:04:11.609,Notebook,209.90.220.30
Iphone,40000,2018-12-04T12:14:27.609,Smartphone,81.21.62.242
PS4,30000,2018-12-04T10:14:37.609,Game platform,113.100.101.144
PC,50000,2018-12-04T02:55:52.609,Game platform,108.72.42.50
Macbook air,70000,2018-12-04T11:32:01.610,Notebook,61.46.220.218
Xiaomi Notebook,70000,2018-12-04T18:12:57.610,Notebook,232.60.140.180
Iphone,40000,2018-12-04T17:33:04.610,Smartphone,84.211.80.186
Samsung Galaxy,30000,2018-12-04T04:13:27.611,Smartphone,226.57.173.225
Ipad,28000,2018-12-04T18:32:15.611,Tablet,226.105.89.205
XBOXOne,20000,2018-12-04T15:54:42.611,Game platform,91.137.79.149
XBOXOne,20000,2018-12-04T16:22:46.611,Game platform,176.109.71.119
XBOXOne,20000,2018-12-04T13:13:01.611,Game platform,173.176.48.230
Headphones,5000,2018-12-04T09:15:26.612,Other,106.192.156.1
Xiaomi Notebook,70000,2018-12-04T23:44:39.612,Notebook,218.76.224.163
Xiaomi Notebook,70000,2018-12-04T13:24:54.612,Notebook,128.60.195.161
Ipad,28000,2018-12-04T10:54:01.612,Tablet,151.74.254.248
PC,50000,2018-12-04T07:20:33.612,Game platform,249.148.129.30
Headphones,5000,2018-12-04T13:39:40.612,Other,26.198.241.51
Xiaomi Notebook,70000,2018-12-04T05:08:22.612,Notebook,83.231.217.142
Headphones,5000,2018-12-04T14:18:51.613,Other,114.164.54.119
Ipad,28000,2018-12-04T09:51:33.613,Tablet,206.249.111.48
Samsung Galaxy,30000,2018-12-04T16:47:40.613,Smartphone,248.8.234.137
Xiaomi Notebook,70000,2018-12-04T22:22:07.614,Notebook,228.184.247.218
Headphones,5000,2018-12-04T01:38:43.615,Other,158.32.144.169
Samsung Galaxy,30000,2018-12-04T07:32:49.622,Smartphone,230.211.253.97
Ipad,28000,2018-12-04T18:44:24.625,Tablet,106.103.32.139
Ipad,28000,2018-12-04T23:45:36.626,Tablet,40.143.146.171
PS4,30000,2018-12-04T01:20:00.627,Game platform,53.120.212.165
Headphones,5000,2018-12-04T21:28:20.632,Other,173.185.153.170
Iphone,40000,2018-12-04T13:56:35.632,Smartphone,35.235.33.4
Macbook pro,120000,2018-12-04T23:37:01.632,Notebook,254.57.124.245
Macbook air,70000,2018-12-04T05:09:42.632,Notebook,108.39.26.242
PC,50000,2018-12-04T06:11:48.632,Game platform,170.143.111.151
PS4,30000,2018-12-04T07:00:07.632,Game platform,126.230.61.65
PS4,30000,2018-12-04T18:26:24.632,Game platform,177.32.26.58
PC,50000,2018-12-04T05:43:40.633,Game platform,76.134.14.54
Iphone,40000,2018-12-04T02:46:57.633,Smartphone,230.226.23.225
PS4,30000,2018-12-04T08:47:21.633,Game platform,190.244.214.55
Xiaomi Notebook,70000,2018-12-04T02:10:04.633,Notebook,219.49.26.191
XBOXOne,20000,2018-12-04T13:21:17.634,Game platform,206.46.92.46
Iphone,40000,2018-12-04T14:39:08.635,Smartphone,95.8.3.159
PS4,30000,2018-12-04T06:06:56.635,Game platform,2.23.126.11
Xiaomi Notebook,70000,2018-12-04T02:49:36.635,Notebook,210.86.134.154
XBOXOne,20000,2018-12-04T07:02:32.635,Game platform,165.123.29.232
Headphones,5000,2018-12-04T14:11:43.637,Other,98.122.202.3
Macbook pro,120000,2018-12-04T16:49:41.638,Notebook,154.4.76.236
PS4,30000,2018-12-04T17:05:38.638,Game platform,249.89.218.54
Macbook pro,120000,2018-12-04T14:57:21.638,Notebook,92.55.44.200
Headphones,5000,2018-12-04T02:08:41.638,Other,6.136.13.66
Iphone,40000,2018-12-04T23:02:20.638,Smartphone,147.64.68.114
Xiaomi Notebook,70000,2018-12-04T11:47:53.639,Notebook,103.229.163.105
Headphones,5000,2018-12-04T17:46:43.640,Other,65.192.104.210
Xiaomi Notebook,70000,2018-12-04T22:54:18.640,Notebook,235.206.44.224
Macbook air,70000,2018-12-04T02:53:55.640,Notebook,122.179.10.241
PC,50000,2018-12-04T04:46:50.640,Game platform,68.38.123.81
Macbook pro,120000,2018-12-04T19:41:29.640,Notebook,113.141.125.27
Macbook pro,120000,2018-12-04T02:47:14.640,Notebook,5.146.250.6
Samsung Galaxy,30000,2018-12-04T20:49:07.640,Smartphone,161.158.134.125
Samsung Galaxy,30000,2018-12-04T12:57:13.640,Smartphone,111.153.147.69
PC,50000,2018-12-04T11:43:13.640,Game platform,180.202.248.175
Ipad,28000,2018-12-04T01:31:32.641,Tablet,239.15.202.138
Ipad,28000,2018-12-04T20:03:11.641,Tablet,155.114.155.166
Macbook pro,120000,2018-12-04T05:02:02.641,Notebook,86.130.139.175
